!CSV A.01.01
!Keysight Technologies,E5080A,MY55100348,A.12.55.09
!Date: Tuesday, April 23, 2019 16:32:23
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG)
4050055000,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058,0.8840493,173.27058
4095054500,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613,0.87894702,29.33613
4140054000,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869,0.87924618,-109.28869
4185053500,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802,0.8815881,104.70802
4230053000,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697,0.8762514,-34.780697
4275052500,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291,0.88028544,-176.79291
4320052000,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193,0.87798399,38.620193
4365051500,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899,0.87554824,-99.51899
4410051000,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796,0.87933791,114.78796
4455050500,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661,0.87445998,-25.585661
4500050000,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743,0.87669903,-166.53743
4545049500,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669,0.87627435,48.164669
4590049000,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968,0.87208033,-89.78968
4635048500,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682,0.87613434,124.98682
4680048000,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854,0.87243456,-16.219854
4725047500,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979,0.87254924,-155.74979
4770047000,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511,0.87420523,58.147511
4815046500,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791,0.8697204,-79.991791
4860046000,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492,0.87240791,135.48492
4905045500,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457,0.87077355,-6.8465457
4950045000,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844,0.86793625,-145.75844
4995044500,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717,0.87160695,67.389717
5040044000,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906,0.86797893,-70.532906
5085043500,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367,0.86732417,145.85367
5130043000,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362,0.87010026,2.2233362
5175042500,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589,0.86478412,-135.56589
5220042000,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817,0.86822855,77.874817
5265041500,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778,0.86614639,-61.126778
5310041000,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471,0.86294454,156.07471
5355040500,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319,0.86977112,11.968319
5400040000,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976,0.85997891,-125.88976
5445039500,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186,0.86621553,87.383186
5490039000,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391,0.86467326,-51.928391
5535038500,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424,0.85847402,166.53424
5580038000,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501,0.86837369,21.613501
5625037500,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987,0.85670543,-116.10987
5670037000,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119,0.86405259,97.741119
5715036500,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885,0.86221063,-42.639885
5760036000,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146,0.85629117,176.50146
5805035500,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153,0.86569065,31.214153
5850035000,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222,0.85519487,-106.37222
5895034500,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463,0.85961866,107.49463
5940034000,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286,0.86251539,-32.737286
5985033500,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932,0.85254318,-171.89932
6030033000,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845,0.8600961,39.545845
6075032500,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407,0.85949033,-96.246407
6120032000,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805,0.85247165,121.38805
6165031500,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505,0.8553561,-25.967505
