!CSV A.01.01
!Keysight Technologies,E5080A,MY55100348,A.12.55.09
!Date: Tuesday, April 23, 2019 16:32:23
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG),S11(MAG),S11(DEG)
1890079000,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641,0.91461444,149.92641
1935078500,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801,0.91935611,9.6833801
1980078000,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789,0.91732228,-132.97789
2025077500,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916,0.91129047,83.957916
2070077000,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926,0.91925371,-55.99926
2115076500,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671,0.90901583,160.31671
2160076000,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489,0.91308957,19.155489
2205075500,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721,0.91303742,-123.07721
2250075000,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417,0.90650892,93.70417
2295074500,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796,0.91390443,-46.148796
2340074000,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054,0.90520424,169.63054
2385073500,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924,0.90828174,28.383924
2430073000,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749,0.90855992,-112.83749
2475072500,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675,0.90239251,102.87675
2520072000,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306,0.90907896,-36.595306
2565071500,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208,0.90204167,179.55208
2610071000,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753,0.90335178,37.338753
2655070500,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939,0.90556079,-102.74939
2700070000,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958,0.89962023,112.58958
2745069500,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691,0.90278512,-27.061691
2790069000,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874,0.90085727,-170.07874
2835068500,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247,0.89754891,47.058247
2880068000,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407,0.90179718,-92.912407
2925067500,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897,0.89671612,122.0897
2970067000,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559,0.89717638,-17.617559
3015066500,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388,0.89893091,-160.66388
3060066000,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466,0.89380872,56.166466
3105065500,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933,0.89795822,-82.051933
3150065000,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254,0.89347941,132.26254
3195064500,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293,0.89298284,-8.1171293
3240064000,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509,0.89576316,-149.54509
3285063500,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713,0.88886052,65.647713
3330063000,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283,0.8936528,-72.859283
3375062500,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035,0.89055628,142.00035
3420062000,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656,0.88893604,1.1025656
3465061500,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427,0.89205372,-139.3427
3510061000,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443,0.88633168,75.193443
3555060500,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612,0.88845009,-63.260612
3600060000,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293,0.88901341,152.27293
3645059500,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913,0.88498259,10.372913
3690059000,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677,0.88742006,-129.12677
3735058500,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427,0.88493419,84.904427
3780058000,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681,0.88352841,-53.657681
3825057500,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216,0.88725716,162.85216
3870057000,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783,0.88138247,19.794783
3915056500,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037,0.88353562,-119.34037
3960056000,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438,0.88387161,94.703438
4005055500,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891,0.87937361,-43.87891
