!CSV A.01.01,,,,,,,,
!Keysight Technologies,E5080A,MY55100348,A.12.55.09,,,,,
!Date: Thursday, April 25, 2019 16:56:09,,,,,,
!Source: Standard,,,,,,,,
,,,,,,,,
BEGIN CH1_DATA,,,,,,,,
Freq(Hz),S11(MAG),S11(DEG),S12(MAG),S12(DEG),S21(MAG),S21(DEG),S22(MAG),S22(DEG)
5153206000,0.31675693,147.50119,0.70310104,1.5420257,0.70279306,1.6001807,0.24898736,-56.208485
5153212000,0.31665912,147.48392,0.70287186,1.5090255,0.70278233,1.605481,0.24872939,-56.1847
5153218000,0.31637597,147.50098,0.70323652,1.5057451,0.70278358,1.6258705,0.24864605,-56.19014
5153224000,0.31709141,147.54631,0.70313001,1.5047839,0.70252228,1.5964303,0.24862666,-56.169872
5153230000,0.31671566,147.50357,0.70296419,1.5361298,0.70230484,1.6057951,0.24862713,-56.211922
5153236000,0.31712058,147.51111,0.70357442,1.5160154,0.70249313,1.6099647,0.24869262,-56.2495
5153242000,0.31711563,147.47743,0.70312196,1.514262,0.70265746,1.579936,0.24866198,-56.245743
5153248000,0.3171818,147.51544,0.70287871,1.5232059,0.70287162,1.594669,0.24884611,-56.310715
5153254000,0.31642935,147.50256,0.70319623,1.4828153,0.70256847,1.5702465,0.24880512,-56.274578
5153260000,0.31699207,147.45996,0.70320439,1.5205717,0.70297343,1.6115941,0.24898861,-56.268402
5153266000,0.3170799,147.49197,0.70267349,1.5333064,0.7026819,1.5849783,0.2489775,-56.265514
5153272000,0.31659377,147.45734,0.7027114,1.4659185,0.70263827,1.6067536,0.24875194,-56.234108
5153278000,0.31700993,147.51662,0.70306849,1.4720579,0.70272297,1.583485,0.24899273,-56.314804
5153284000,0.31678167,147.53455,0.7026881,1.4722192,0.70241433,1.5757499,0.24889906,-56.289703
5153290000,0.3170962,147.49469,0.70293897,1.489289,0.70258498,1.579152,0.24905264,-56.370911
5153296000,0.31674379,147.4772,0.70302451,1.5017509,0.70286882,1.5806062,0.24914597,-56.147541
5153302000,0.31715673,147.45413,0.70307809,1.4928623,0.70272571,1.5784353,0.24851814,-56.335022
5153308000,0.3169376,147.57086,0.70294249,1.5147511,0.70263618,1.5581186,0.24874692,-56.324165
5153314000,0.31689912,147.52859,0.70321071,1.4576381,0.70251876,1.5795692,0.24894187,-56.318977
5153320000,0.31751558,147.38092,0.70299911,1.4893161,0.70261288,1.5514822,0.24856815,-56.284138
5153326000,0.3165642,147.4559,0.70319557,1.454052,0.70245773,1.572319,0.24871485,-56.277164
5153332000,0.31730998,147.44025,0.70312184,1.4403119,0.70235169,1.5697185,0.24857369,-56.297939
5153338000,0.31674692,147.40422,0.70308161,1.4579055,0.7024051,1.5458845,0.24896818,-56.346779
5153344000,0.31691566,147.49181,0.70337182,1.4465545,0.70235348,1.5529922,0.24913913,-56.364826
5153350000,0.31735572,147.49498,0.70291358,1.4573874,0.70240682,1.5800366,0.24894632,-56.327286
5153356000,0.3172321,147.44363,0.70322967,1.4554309,0.70236373,1.5242966,0.24866797,-56.439964
5153362000,0.3165389,147.52576,0.7028957,1.4580055,0.70246023,1.5223547,0.24901848,-56.387115
5153368000,0.3167035,147.53775,0.70277792,1.467779,0.70250434,1.5315319,0.24872755,-56.422256
5153374000,0.31722465,147.46011,0.70305568,1.4770021,0.70285439,1.5529062,0.24866803,-56.367966
5153380000,0.3167235,147.48645,0.70273727,1.474391,0.70274508,1.5148051,0.24898344,-56.352962
5153386000,0.31685978,147.48506,0.70283842,1.4573754,0.7025606,1.5159541,0.2489596,-56.404625
5153392000,0.31675634,147.47054,0.70280731,1.4589185,0.7026065,1.5063273,0.24881497,-56.410439
5153398000,0.31645608,147.45804,0.70302641,1.439499,0.70227659,1.4868758,0.2486693,-56.422874
5153404000,0.31692404,147.41351,0.70299989,1.41555,0.70249903,1.5108311,0.2487001,-56.438763
5153410000,0.3166503,147.44067,0.70287406,1.4405515,0.70250565,1.4707962,0.24900807,-56.509144
5153416000,0.3169134,147.46609,0.70319539,1.4126855,0.7027356,1.4817637,0.24967916,-56.464695
5153422000,0.31696641,147.52399,0.70291454,1.4126707,0.70273376,1.5425414,0.24941045,-56.473633
5153428000,0.31695828,147.45625,0.7030831,1.4128901,0.70268458,1.5149103,0.24920018,-56.460812
5153434000,0.31681436,147.43269,0.70308673,1.3885728,0.70266891,1.4938385,0.24895228,-56.472847
5153440000,0.31678,147.49597,0.70253676,1.3980712,0.70253682,1.5021734,0.24865979,-56.473175
5153446000,0.31700435,147.45177,0.70277053,1.4102224,0.70230794,1.519299,0.24886791,-56.488762
5153452000,0.31721011,147.50488,0.70219964,1.3962711,0.70286387,1.5208781,0.24892861,-56.424042
5153458000,0.31704977,147.54256,0.70326382,1.4144845,0.70198989,1.4721262,0.24927959,-56.564777
5153464000,0.3173458,147.48085,0.70274174,1.3920697,0.70248228,1.52731,0.24866004,-56.479961
5153470000,0.3165406,147.46542,0.70322204,1.3398633,0.70246154,1.4639071,0.2489291,-56.546844
5153476000,0.31741986,147.5408,0.70225447,1.4025871,0.70227343,1.5019071,0.24863677,-56.40023
5153482000,0.31682771,147.41713,0.70290565,1.3917172,0.70276862,1.4554428,0.2488614,-56.501041
5153488000,0.31753615,147.49207,0.7026099,1.3759657,0.70249516,1.4785231,0.24945043,-56.547161
5153494000,0.31717619,147.53682,0.70246172,1.3889638,0.70213044,1.4840111,0.24883847,-56.580494
5153500000,0.31676534,147.48782,0.70277852,1.399219,0.7021485,1.4734323,0.24855995,-56.530018
5153506000,0.31684905,147.52759,0.7026071,1.3732576,0.70224011,1.4760948,0.24914442,-56.503551
5153512000,0.31721839,147.4705,0.70308077,1.3533993,0.70249563,1.4608146,0.24917948,-56.626839
5153518000,0.31716639,147.53059,0.70297587,1.373847,0.70215911,1.444523,0.24858347,-56.601891
5153524000,0.31713453,147.53477,0.70262122,1.3687789,0.70179218,1.4887166,0.24921612,-56.637894
5153530000,0.3175523,147.50763,0.70260167,1.3617309,0.70207214,1.4684821,0.24874879,-56.590046
5153536000,0.31727391,147.49586,0.70235962,1.3513465,0.70247674,1.4730082,0.24924584,-56.544662
5153542000,0.3173168,147.50714,0.70251101,1.3649291,0.70239437,1.4857625,0.24894895,-56.51239
5153548000,0.31694463,147.44702,0.7028513,1.3343165,0.70226324,1.4576215,0.2490488,-56.684731
5153554000,0.3169843,147.57083,0.70268959,1.2957393,0.70214379,1.4588797,0.24897999,-56.69957
5153560000,0.31741136,147.51575,0.70309794,1.3533585,0.70221007,1.4638218,0.2492246,-56.549885
5153566000,0.31769764,147.44556,0.70291662,1.3633609,0.70183116,1.4350523,0.2490091,-56.6707
5153572000,0.31716388,147.51067,0.70245433,1.3706108,0.70195901,1.4626265,0.24899268,-56.584236
5153578000,0.3170577,147.54335,0.70313334,1.341887,0.70166093,1.4321136,0.24921387,-56.736237
5153584000,0.31775337,147.44608,0.70285326,1.3159678,0.70225286,1.4896417,0.24895431,-56.70396
5153590000,0.3177866,147.52348,0.70303124,1.3365908,0.70185405,1.5097957,0.24915709,-56.663025
5153596000,0.31752884,147.49992,0.70271182,1.3065898,0.70165247,1.5197796,0.24873297,-56.674946
5153602000,0.31748861,147.55772,0.7025702,1.2966796,0.70180827,1.5366652,0.24902552,-56.661488
5153608000,0.31757787,147.46228,0.70295793,1.2821759,0.70159763,1.5212066,0.24906975,-56.726131
5153614000,0.31785744,147.57138,0.7028324,1.329585,0.70194131,1.5149355,0.24964213,-56.620667
5153620000,0.3177157,147.561,0.70250845,1.3010176,0.7014308,1.4988071,0.24865846,-56.7686
5153626000,0.31771496,147.60426,0.70249778,1.3230699,0.70177579,1.4962788,0.24936095,-56.606182
5153632000,0.31788239,147.53238,0.70236897,1.3053612,0.70158887,1.4712178,0.24881458,-56.72049
5153638000,0.31837583,147.57089,0.70215017,1.3103411,0.70194954,1.5284792,0.24882281,-56.70647
5153644000,0.31806976,147.46544,0.70286191,1.3266114,0.70164442,1.5244007,0.24913256,-56.623928
5153650000,0.31801537,147.5309,0.70229721,1.3203211,0.70169449,1.5188482,0.24894156,-56.676315
5153656000,0.31835398,147.45264,0.7028361,1.3303268,0.70191485,1.5218514,0.24938625,-56.647167
5153662000,0.31803983,147.51537,0.70284522,1.2692087,0.70168322,1.5063359,0.24918665,-56.754803
5153668000,0.31802949,147.46983,0.70240182,1.3056184,0.70164227,1.4735026,0.24893025,-56.740948
5153674000,0.31825158,147.51053,0.70291734,1.3257247,0.70146519,1.4712261,0.24906111,-56.764351
5153680000,0.31788453,147.53337,0.70220369,1.2915058,0.70193028,1.457863,0.2493744,-56.764187
5153686000,0.31822038,147.43542,0.70248961,1.3143774,0.70189494,1.4659399,0.2494202,-56.712547
5153692000,0.31786588,147.5327,0.70293933,1.3091651,0.70176065,1.4510281,0.24930765,-56.65564
5153698000,0.31788892,147.5498,0.70265412,1.2558315,0.70178849,1.4578416,0.24871045,-56.80238
5153704000,0.31813464,147.50827,0.70246834,1.2610476,0.70190978,1.4485645,0.24912603,-56.824142
5153710000,0.31779036,147.54782,0.70264035,1.2824426,0.70157683,1.4003905,0.24876772,-56.905243
5153716000,0.31794152,147.47536,0.70266151,1.3042667,0.70174479,1.4257697,0.24917552,-56.7761
5153722000,0.31755081,147.42851,0.70260173,1.2645355,0.7018351,1.3858627,0.2494285,-56.912601
5153728000,0.31748095,147.53125,0.70239937,1.2684404,0.70169842,1.4028138,0.24919903,-56.801674
5153734000,0.31747681,147.51602,0.7028532,1.2648199,0.70155299,1.4091227,0.24939556,-56.851109
5153740000,0.31757018,147.42804,0.70249683,1.2570419,0.70199841,1.3822315,0.24896994,-56.865742
5153746000,0.31739256,147.46643,0.70285273,1.2645507,0.70176744,1.4067374,0.24916293,-56.771236
5153752000,0.31712675,147.48042,0.70254523,1.2081709,0.70179248,1.375582,0.24928388,-56.858639
5153758000,0.3173961,147.4785,0.70240551,1.2332823,0.70203465,1.3418957,0.24921568,-56.908386
5153764000,0.317054,147.49358,0.70223725,1.2244339,0.7018162,1.3338965,0.24898235,-56.855568
5153770000,0.31718674,147.4691,0.70256287,1.2268116,0.70206785,1.3382393,0.24922028,-56.886688
5153776000,0.31719109,147.41235,0.70295149,1.2241305,0.7020666,1.3366541,0.24951653,-56.880634
5153782000,0.31729397,147.40865,0.70228559,1.2274734,0.70187163,1.3034836,0.24892959,-56.892212
5153788000,0.31747448,147.41263,0.70252532,1.2154114,0.70203954,1.3300568,0.2494975,-56.901272
5153794000,0.3168163,147.44437,0.70204192,1.1918222,0.7017737,1.3369193,0.24884108,-56.944622
5153800000,0.31716537,147.48259,0.70226538,1.2503401,0.70196366,1.3012248,0.2492335,-56.941872
5153806000,0.3173874,147.42967,0.70220184,1.2301992,0.70208132,1.2798008,0.24913806,-56.899628
5153812000,0.31718725,147.4462,0.70217687,1.1948398,0.7020551,1.2863947,0.24868952,-57.013325
5153818000,0.31693998,147.36966,0.70248592,1.2151107,0.70219511,1.2895761,0.24950983,-56.853161
5153824000,0.31717941,147.40535,0.70238459,1.2043825,0.70189643,1.2966986,0.24911772,-56.968964
5153830000,0.3170329,147.46909,0.70230037,1.2065183,0.70227212,1.2800081,0.24918936,-56.951469
5153836000,0.31720999,147.38742,0.70239723,1.2151368,0.70232451,1.2720397,0.24954881,-56.983356
5153842000,0.31711239,147.45769,0.70233214,1.1997457,0.70185488,1.3054119,0.2488514,-56.927395
5153848000,0.31732404,147.45697,0.70245659,1.1842911,0.70193505,1.2738186,0.24962845,-56.996738
5153854000,0.31722018,147.45908,0.70264256,1.1825697,0.70222336,1.2866493,0.24946104,-57.003311
5153860000,0.31679124,147.45174,0.70231932,1.20643,0.70207572,1.279507,0.24924126,-56.846931
5153866000,0.31692868,147.41023,0.70261431,1.1918566,0.70186538,1.2875154,0.2497305,-57.027214
5153872000,0.31728929,147.41008,0.70269972,1.1641303,0.70195329,1.2812551,0.24924056,-57.080364
5153878000,0.31739533,147.46162,0.70248538,1.1808836,0.70212758,1.2707939,0.24916218,-56.99514
5153884000,0.31690362,147.39809,0.70268869,1.1471449,0.70199716,1.2836764,0.24953428,-56.999287
5153890000,0.31752688,147.38075,0.70238191,1.1952888,0.70212859,1.2317953,0.24935251,-57.057354
5153896000,0.31714141,147.37967,0.70239747,1.1242605,0.70224869,1.2651165,0.24965525,-57.141129
5153902000,0.31763572,147.38094,0.7027064,1.1929889,0.70246542,1.2502338,0.24975994,-57.029335
5153908000,0.31731987,147.38713,0.70245612,1.1545277,0.70189404,1.2518853,0.24941915,-56.99958
5153914000,0.31739202,147.35297,0.70271981,1.1557896,0.70232534,1.24721,0.24962583,-57.155319
5153920000,0.31725755,147.33781,0.70216495,1.1613042,0.70232832,1.2368329,0.24967758,-57.006329
5153926000,0.316708,147.39745,0.70241541,1.1198931,0.70251042,1.2159809,0.24958289,-57.077171
5153932000,0.31712127,147.43481,0.70255393,1.1489874,0.70202082,1.2565366,0.24925455,-56.98008
5153938000,0.31707188,147.42209,0.70224106,1.1350557,0.70209694,1.2363925,0.24997073,-57.122555
5153944000,0.31726205,147.37228,0.70270503,1.150939,0.70206505,1.2366853,0.24969058,-57.016445
5153950000,0.31766468,147.45341,0.70237601,1.1442212,0.70220238,1.2199705,0.24984747,-57.119106
5153956000,0.3171325,147.33525,0.70268577,1.140149,0.70156205,1.2124366,0.24981524,-57.136711
5153962000,0.31733727,147.3934,0.70189214,1.1358602,0.70214427,1.1994122,0.2492373,-57.126625
5153968000,0.31719789,147.463,0.7024157,1.1321142,0.70181608,1.2116001,0.24919441,-57.090279
5153974000,0.31709155,147.39163,0.7023806,1.127349,0.70190609,1.2161456,0.24937063,-57.192368
5153980000,0.31711358,147.38499,0.70240569,1.1237044,0.70204556,1.1970884,0.24920332,-57.115158
5153986000,0.31720462,147.42625,0.70228255,1.1140263,0.70162553,1.2091683,0.24928963,-57.147846
5153992000,0.31724498,147.34657,0.70212781,1.1369773,0.70224929,1.1950407,0.2499249,-57.149418
5153998000,0.317444,147.37231,0.70272475,1.1106522,0.70191348,1.1981297,0.25000069,-57.171715
5154004000,0.31753439,147.4165,0.70247376,1.1397728,0.70209217,1.1951201,0.24991201,-57.193462
5154010000,0.31746048,147.42262,0.70202613,1.1138943,0.70209318,1.1918479,0.24947526,-57.207359
5154016000,0.31760657,147.39113,0.70248842,1.1270401,0.70175099,1.1617808,0.24966201,-57.270855
5154022000,0.31706101,147.43877,0.70218325,1.0649854,0.70167178,1.1674185,0.24919388,-57.255291
5154028000,0.31736964,147.3645,0.70223075,1.0959808,0.70225543,1.1675293,0.25005236,-57.20826
5154034000,0.3170881,147.30164,0.70331603,1.106177,0.70205754,1.1498017,0.25019279,-57.190807
5154040000,0.31724289,147.39456,0.70239919,1.0702891,0.70178145,1.1583815,0.24919187,-57.247307
5154046000,0.31734306,147.40971,0.70248133,1.0714403,0.70174432,1.1627808,0.24982892,-57.261501
5154052000,0.31716272,147.36131,0.70215434,1.0789987,0.70147997,1.149367,0.24964762,-57.236916
5154058000,0.3175427,147.3347,0.70208114,1.0883394,0.70191807,1.1807307,0.24965863,-57.234352
5154064000,0.31752354,147.44963,0.70249313,1.0263963,0.70198655,1.1858035,0.24975061,-57.347363
5154070000,0.31691492,147.40265,0.70245212,1.0638046,0.70253605,1.1470315,0.24990241,-57.22451
5154076000,0.31698054,147.33803,0.70279175,1.0695332,0.7015745,1.1422786,0.24964152,-57.256187
5154082000,0.31742835,147.31567,0.70245254,1.067479,0.70211291,1.1545117,0.24970785,-57.24939
5154088000,0.31717134,147.35353,0.70276982,1.0557729,0.70207423,1.1395156,0.25000498,-57.224827
5154094000,0.31727692,147.37926,0.70236617,1.0563233,0.70212394,1.1368059,0.2494531,-57.310116
5154100000,0.31738493,147.31241,0.70265871,1.0360019,0.70205313,1.1263995,0.24917448,-57.373844
5154106000,0.31748593,147.42247,0.70220768,1.0267739,0.70215243,1.1336815,0.2497633,-57.388802
5154112000,0.31719044,147.40723,0.70231438,1.0511196,0.70187974,1.1127093,0.24978912,-57.278713
5154118000,0.31747401,147.40312,0.70256454,1.0249857,0.70203125,1.1214783,0.24991433,-57.311832
5154124000,0.31740743,147.37126,0.70242321,1.0653902,0.70176101,1.1103165,0.24959999,-57.388664
5154130000,0.31739163,147.33525,0.70209831,1.0242491,0.70218939,1.1315563,0.24976778,-57.284176
5154136000,0.31713286,147.34589,0.70223492,1.0607628,0.70169318,1.1157724,0.2495546,-57.233833
5154142000,0.31721464,147.33907,0.70218652,1.0180051,0.70171225,1.0781548,0.24974859,-57.492229
5154148000,0.31704515,147.35356,0.702981,1.019838,0.70163929,1.1219816,0.24938178,-57.411469
5154154000,0.31748837,147.33853,0.70221752,1.019017,0.70234746,1.1022906,0.24938446,-57.385815
5154160000,0.31754434,147.32674,0.7021246,1.0073336,0.70210505,1.1221277,0.24940936,-57.366932
5154166000,0.31742424,147.40259,0.70213294,1.0183022,0.70226538,1.1339142,0.2501086,-57.360378
5154172000,0.3171241,147.38972,0.70211011,0.99880219,0.70188975,1.0680501,0.24964426,-57.447178
5154178000,0.31691501,147.35818,0.70218575,1.0304974,0.70192641,1.0729188,0.24979289,-57.35379
5154184000,0.31723297,147.3201,0.7026329,1.0007722,0.70160896,1.0756221,0.24950416,-57.439548
5154190000,0.31702259,147.31506,0.70219618,0.9997142,0.70203102,1.079263,0.2497424,-57.40173
5154196000,0.31696039,147.39833,0.7022801,1.0153611,0.70169163,1.0696038,0.24980959,-57.402721
5154202000,0.31710446,147.31451,0.70234436,0.97213733,0.70206738,1.0815587,0.25000599,-57.488426
5154208000,0.31705502,147.27759,0.70253551,0.97047853,0.70241004,1.047778,0.25004947,-57.428669
5154214000,0.31703964,147.3342,0.70215863,0.99442601,0.70179904,1.0792303,0.24980852,-57.421093
5154220000,0.31727356,147.32416,0.70192224,0.96239787,0.7021448,1.0403023,0.24965423,-57.446316
5154226000,0.31707829,147.33171,0.7021966,0.9921363,0.70182598,1.0194244,0.24940971,-57.499245
5154232000,0.31743249,147.33781,0.70193368,1.0103757,0.70237041,1.0482851,0.24968059,-57.533825
5154238000,0.31692713,147.31358,0.7020371,0.98157459,0.70180243,1.0964048,0.24950117,-57.301449
5154244000,0.31747857,147.36362,0.70219511,0.94014245,0.70206195,1.0795125,0.24961416,-57.468781
5154250000,0.31709525,147.33693,0.70186591,0.95005459,0.70211214,1.0792918,0.24979998,-57.447556
5154256000,0.31752098,147.40918,0.70230901,1.0017294,0.70187259,1.064081,0.24963577,-57.525036
5154262000,0.31751552,147.31543,0.70227116,0.96701747,0.70205331,1.0223618,0.2502417,-57.565605
5154268000,0.31752938,147.39777,0.70233715,0.93742931,0.70204771,1.0918307,0.25016007,-57.50029
5154274000,0.3172814,147.31686,0.70224041,0.95945877,0.70212674,1.0590386,0.2500324,-57.52293
5154280000,0.31765023,147.3437,0.70170128,0.99059838,0.70218199,1.036437,0.24959779,-57.438484
5154286000,0.31703818,147.34546,0.70231533,0.93123877,0.70209438,1.025185,0.25016516,-57.569138
5154292000,0.3172611,147.3116,0.7023567,0.93613541,0.70159876,1.0182654,0.24990363,-57.502918
5154298000,0.31715256,147.34099,0.7022323,0.97276497,0.70229512,1.03095,0.25042629,-57.483028
5154304000,0.31737944,147.35291,0.70191306,0.95425588,0.70155323,1.0253232,0.25014141,-57.496265
5154310000,0.31730008,147.26137,0.70189077,0.95231491,0.70260805,1.0253499,0.25008807,-57.466187
5154316000,0.31768966,147.35585,0.70167273,0.91580278,0.70163214,1.0209163,0.25009847,-57.595371
5154322000,0.31722438,147.33801,0.7017017,0.95666063,0.70209396,0.99667466,0.24978444,-57.60096
5154328000,0.3170037,147.36914,0.70160568,0.90865356,0.70213592,1.0141869,0.2492144,-57.692116
5154334000,0.31774524,147.32767,0.70208651,0.92783147,0.70214134,0.99890912,0.25028512,-57.665539
5154340000,0.31737208,147.29482,0.70181358,0.91237563,0.70223516,0.9997775,0.24988659,-57.684582
5154346000,0.31732181,147.31358,0.70186698,0.91447902,0.70157039,1.0042378,0.24974585,-57.694118
5154352000,0.31788674,147.34279,0.70190203,0.91335893,0.70188236,1.007803,0.24990559,-57.509853
5154358000,0.31758559,147.35254,0.70218736,0.9275223,0.70195562,0.9825477,0.24960579,-57.607174
5154364000,0.31710571,147.31902,0.70179462,0.92466801,0.70188355,0.96535271,0.24997014,-57.566898
5154370000,0.31733733,147.33868,0.70214039,0.91570532,0.70207965,1.0041258,0.25016421,-57.646496
5154376000,0.31726593,147.42249,0.7021268,0.9184944,0.70150673,0.95268309,0.25026685,-57.722126
5154382000,0.31732976,147.25455,0.70250714,0.91874063,0.70230407,0.990659,0.25059712,-57.642761
5154388000,0.31745201,147.32057,0.70191956,0.90526038,0.70203471,0.9794454,0.25014037,-57.753033
5154394000,0.31734303,147.2724,0.70226789,0.88733864,0.70239139,0.95003653,0.25005221,-57.717258
5154400000,0.31769031,147.2468,0.70210975,0.89751816,0.7022447,0.96354389,0.25004497,-57.717762
5154406000,0.31717226,147.32079,0.70186037,0.88325971,0.70197576,0.95969719,0.24998164,-57.663586
5154412000,0.31761342,147.35294,0.70180869,0.87843561,0.70189357,0.9825176,0.2496234,-57.682838
5154418000,0.31719762,147.27968,0.70210552,0.87774181,0.70188737,0.94733381,0.24992496,-57.728077
5154424000,0.31717312,147.27463,0.70203179,0.87624162,0.70197237,0.95347768,0.24976453,-57.71307
5154430000,0.31703162,147.24658,0.70236385,0.87081319,0.70210618,0.96374321,0.24989739,-57.67614
5154436000,0.31716198,147.32181,0.70195317,0.83435428,0.7017464,0.94554675,0.25005767,-57.768402
5154442000,0.31779507,147.26042,0.70199835,0.86706126,0.70205075,0.93823814,0.25000077,-57.775627
5154448000,0.31729552,147.31082,0.70182616,0.83914512,0.70178157,0.93770152,0.2497976,-57.738628
5154454000,0.31784001,147.29242,0.70197999,0.84996355,0.70215327,0.95826203,0.25030971,-57.764393
5154460000,0.31730092,147.31876,0.70204467,0.87003314,0.70194703,0.91733837,0.2498873,-57.722797
5154466000,0.31717882,147.2868,0.7020635,0.86903393,0.70208859,0.92401701,0.2505061,-57.71365
5154472000,0.31774163,147.29361,0.70204496,0.89203566,0.70226938,0.91043764,0.2502054,-57.732052
5154478000,0.31729481,147.34218,0.70172447,0.83296579,0.70203525,0.94476253,0.24982238,-57.811821
5154484000,0.3171559,147.25935,0.7021181,0.83633888,0.70189303,0.89331394,0.24974476,-57.791557
5154490000,0.31738752,147.24721,0.70199049,0.84896535,0.70218205,0.94213486,0.24998499,-57.703289
5154496000,0.31745082,147.26433,0.70200455,0.84702808,0.70208681,0.90498543,0.24996452,-57.763756
5154502000,0.31706458,147.26408,0.70160598,0.81835639,0.70196444,0.90494663,0.24993567,-57.804131
5154508000,0.31738281,147.31537,0.70232499,0.830598,0.70191264,0.86979944,0.25007066,-57.877144
5154514000,0.3174867,147.29245,0.70189309,0.82946885,0.70177442,0.90315807,0.24982569,-57.885288
5154520000,0.31752411,147.25865,0.702061,0.80846328,0.70232177,0.91767436,0.25025603,-57.793995
5154526000,0.31756026,147.38713,0.70210022,0.82149845,0.70203006,0.90388161,0.24996975,-57.86433
5154532000,0.31701925,147.39053,0.70185262,0.79407245,0.70216715,0.90605992,0.25030714,-57.861366
5154538000,0.31756827,147.33685,0.7018308,0.83210778,0.70178467,0.90162736,0.25002241,-57.80724
5154544000,0.31761613,147.22697,0.70210469,0.79953814,0.70209026,0.88753968,0.25047582,-57.915306
5154550000,0.31745514,147.25458,0.70206946,0.80898863,0.70219445,0.88649839,0.2501756,-57.87397
5154556000,0.31740734,147.3028,0.7018702,0.80995536,0.70162725,0.89162046,0.25008732,-57.825203
5154562000,0.31704807,147.29497,0.70202333,0.7776565,0.70191532,0.8601653,0.25027657,-57.839054
5154568000,0.31764507,147.28969,0.70200098,0.80267137,0.70208919,0.86209625,0.2501269,-57.905731
5154574000,0.3173081,147.26064,0.70163828,0.78496414,0.70215034,0.87189299,0.25009093,-57.872746
5154580000,0.31761408,147.29233,0.70200539,0.78505111,0.70186639,0.87750286,0.25054824,-57.964947
5154586000,0.31710637,147.28218,0.70185018,0.77706432,0.7019884,0.86714047,0.24982744,-57.970673
5154592000,0.31787851,147.32721,0.70161855,0.76506132,0.70170349,0.86618865,0.250292,-57.960796
5154598000,0.31771067,147.32387,0.70209283,0.77271599,0.70192885,0.86288697,0.25005111,-57.910942
5154604000,0.31753045,147.28273,0.70185673,0.78598773,0.70181459,0.87906235,0.25029284,-57.880157
5154610000,0.31724969,147.274,0.70178527,0.75559145,0.70181912,0.85562915,0.25003919,-57.929695
5154616000,0.31755927,147.22688,0.7020818,0.77234161,0.70177025,0.8577621,0.24991623,-57.962456
5154622000,0.3176862,147.30002,0.70194453,0.78495586,0.70200241,0.82092911,0.24987519,-58.055473
5154628000,0.31711036,147.27367,0.70213705,0.77198154,0.70178676,0.793975,0.25023186,-58.045681
5154634000,0.31754622,147.23773,0.70203549,0.73490566,0.70195711,0.83572096,0.25036463,-57.939835
5154640000,0.31754565,147.30101,0.70183849,0.77512884,0.70195085,0.82783663,0.25024045,-57.961212
5154646000,0.31763673,147.33539,0.70187068,0.77970529,0.7016046,0.82913041,0.24997835,-57.989285
5154652000,0.31743112,147.24263,0.70119834,0.77396429,0.70170677,0.82369262,0.25010175,-57.994282
5154658000,0.31732464,147.33263,0.70192969,0.74608767,0.70192564,0.81751984,0.25028867,-57.936478
5154664000,0.31746146,147.27396,0.70154428,0.73954552,0.70169687,0.83167124,0.25013477,-57.964024
5154670000,0.31759185,147.32938,0.701451,0.74343795,0.70180243,0.83833063,0.25031519,-58.030533
5154676000,0.31747082,147.27197,0.70164382,0.7211777,0.70120263,0.79405451,0.24994408,-57.979576
5154682000,0.31757578,147.21889,0.70169568,0.75652909,0.70192218,0.83147573,0.25041515,-57.96817
5154688000,0.31754252,147.20912,0.70226443,0.72828019,0.70181888,0.80378562,0.2502135,-57.999958
5154694000,0.31767634,147.23886,0.70176768,0.77283704,0.70145887,0.79850304,0.25025949,-57.947941
5154700000,0.31708658,147.21626,0.70167851,0.71537465,0.70199555,0.78305453,0.25030404,-58.016693
5154706000,0.31751591,147.3011,0.70182502,0.72755027,0.70150495,0.80500346,0.24999635,-58.117767
5154712000,0.31775463,147.2531,0.70196301,0.73619854,0.70178288,0.77877688,0.25036818,-58.201954
5154718000,0.31773272,147.18488,0.70177191,0.7036736,0.7017616,0.84535921,0.25019428,-58.037216
5154724000,0.31725302,147.26817,0.70214409,0.73168778,0.70145822,0.76868051,0.25015298,-58.097084
5154730000,0.317509,147.18932,0.70182788,0.71473598,0.70211977,0.81110424,0.25059611,-58.089222
5154736000,0.31764889,147.27211,0.70164198,0.70587885,0.70159113,0.74876773,0.25027984,-58.225681
5154742000,0.31776634,147.21265,0.7017206,0.6882953,0.70184028,0.77087247,0.2504383,-58.145901
5154748000,0.31769878,147.2211,0.70152235,0.69474071,0.70146054,0.81720567,0.24975464,-58.032627
5154754000,0.31748393,147.31233,0.701518,0.69452918,0.70185602,0.78349918,0.25014278,-58.03389
5154760000,0.3177996,147.25679,0.70196694,0.67358702,0.70154637,0.79332268,0.25048858,-58.159443
5154766000,0.31790417,147.27103,0.70139676,0.68546331,0.70201021,0.8003096,0.25065324,-58.164368
5154772000,0.31741032,147.23509,0.70192444,0.67063534,0.70170224,0.72127235,0.25040814,-58.275932
5154778000,0.31771547,147.19804,0.70186484,0.6882453,0.70165384,0.76935345,0.25020197,-58.120968
5154784000,0.3174884,147.27733,0.70183235,0.69164336,0.7017023,0.75291568,0.2505129,-58.087994
5154790000,0.31757769,147.25786,0.70156652,0.67870986,0.70129448,0.74096805,0.24978925,-58.169834
5154796000,0.3179124,147.19862,0.70168072,0.72763133,0.7016266,0.76571608,0.25054541,-58.088928
