!CSV A.01.01,,,,,,,,
!Keysight Technologies,E5080A,MY55100348,A.12.55.09,,,,,
!Date: Thursday, April 25, 2019 16:56:09,,,,,,
!Source: Standard,,,,,,,,
,,,,,,,,
BEGIN CH1_DATA,,,,,,,,
Freq(Hz),S11(MAG),S11(DEG),S12(MAG),S12(DEG),S21(MAG),S21(DEG),S22(MAG),S22(DEG)
5204290000,0.34298471,138.79213,0.65772247,-25.323933,0.65745467,-25.207672,0.28673077,-121.19503
5204296000,0.34323344,138.76352,0.65796405,-25.304764,0.65782249,-25.248177,0.28640005,-121.2096
5204302000,0.34291661,138.71747,0.65781718,-25.342594,0.65770572,-25.241974,0.28656366,-121.28546
5204308000,0.34284469,138.67337,0.65770453,-25.310501,0.65770078,-25.253134,0.28630799,-121.28365
5204314000,0.34329376,138.79141,0.65741032,-25.323677,0.65753782,-25.222609,0.28684229,-121.16398
5204320000,0.34249943,138.68428,0.65747344,-25.345057,0.65783584,-25.264534,0.28642955,-121.20792
5204326000,0.34296507,138.76154,0.65777528,-25.322916,0.65808856,-25.252083,0.2864981,-121.13066
5204332000,0.34323907,138.82376,0.65765035,-25.336346,0.657628,-25.263006,0.28657433,-121.29752
5204338000,0.34303769,138.74207,0.65762281,-25.35972,0.65788829,-25.268408,0.28672877,-121.26426
5204344000,0.34284681,138.78207,0.65748787,-25.334496,0.65766346,-25.253038,0.28643087,-121.26912
5204350000,0.34349638,138.7804,0.65746641,-25.313379,0.65755367,-25.26347,0.28663975,-121.32148
5204356000,0.34306616,138.76132,0.65750414,-25.367847,0.6577481,-25.257563,0.28669742,-121.32716
5204362000,0.34309146,138.8167,0.6574139,-25.33147,0.65749472,-25.24465,0.2868292,-121.27621
5204368000,0.34302264,138.75874,0.65788496,-25.36437,0.65756536,-25.276941,0.28677866,-121.22279
5204374000,0.34273207,138.8246,0.65755057,-25.326277,0.65744895,-25.285435,0.28665555,-121.3199
5204380000,0.34285039,138.82709,0.65783584,-25.337461,0.65787089,-25.306314,0.28688306,-121.2995
5204386000,0.34299576,138.73294,0.65759844,-25.347321,0.6574797,-25.276609,0.28689042,-121.31412
5204392000,0.34314695,138.8741,0.65744549,-25.343435,0.65743524,-25.239779,0.28691724,-121.33725
5204398000,0.34326315,138.74232,0.65774554,-25.352354,0.65761662,-25.321491,0.28661469,-121.30834
5204404000,0.34314331,138.81583,0.65764558,-25.348801,0.65774155,-25.286764,0.28669989,-121.40748
5204410000,0.34284216,138.76677,0.65756553,-25.370186,0.65741175,-25.303398,0.28675961,-121.35483
5204416000,0.34327695,138.77219,0.65788013,-25.37928,0.65717781,-25.272095,0.28660786,-121.34465
5204422000,0.34284824,138.73787,0.65781832,-25.355343,0.65756679,-25.325443,0.2867721,-121.37768
5204428000,0.34257919,138.78246,0.65711153,-25.392006,0.65787488,-25.294235,0.28644696,-121.39048
5204434000,0.34336203,138.75345,0.65759766,-25.362066,0.65763605,-25.30385,0.28656444,-121.43212
5204440000,0.34274152,138.79407,0.65750408,-25.39834,0.65736735,-25.324528,0.28633958,-121.42279
5204446000,0.34293655,138.77184,0.65753114,-25.411917,0.65782171,-25.301418,0.28679594,-121.4911
5204452000,0.34295934,138.73947,0.65762043,-25.41526,0.657529,-25.331816,0.28656894,-121.46613
5204458000,0.34307286,138.76849,0.65759331,-25.389677,0.65759236,-25.313625,0.28658041,-121.42513
5204464000,0.3428607,138.7762,0.65743178,-25.361959,0.65752393,-25.318954,0.28681979,-121.33461
5204470000,0.34301424,138.68794,0.65739971,-25.408558,0.65772653,-25.312887,0.28653198,-121.44289
5204476000,0.34326369,138.79597,0.65767825,-25.399616,0.65756524,-25.3283,0.28683379,-121.41885
5204482000,0.34354153,138.78732,0.65754956,-25.386906,0.65769118,-25.318096,0.28663349,-121.41293
5204488000,0.34297231,138.77859,0.65732968,-25.400383,0.6573655,-25.363607,0.28659636,-121.43415
5204494000,0.34297091,138.67787,0.65776855,-25.427073,0.65748334,-25.303679,0.28695723,-121.49292
5204500000,0.34268177,138.75461,0.6573866,-25.4249,0.65734941,-25.363361,0.28714049,-121.45709
5204506000,0.34284395,138.72313,0.65734744,-25.436863,0.65742177,-25.371803,0.2869246,-121.37283
5204512000,0.34312147,138.74625,0.65729451,-25.413563,0.65735686,-25.342541,0.28676736,-121.41035
5204518000,0.34338456,138.653,0.65747166,-25.425856,0.65792465,-25.349264,0.28671142,-121.50557
5204524000,0.34304264,138.77229,0.65771079,-25.414837,0.65739751,-25.356279,0.28702036,-121.46216
5204530000,0.34289217,138.79448,0.65750885,-25.431398,0.65718931,-25.343872,0.28683394,-121.557
5204536000,0.34317002,138.81128,0.65753496,-25.419554,0.65748245,-25.375183,0.28684142,-121.53645
5204542000,0.34278235,138.71611,0.65736622,-25.416647,0.65753263,-25.389641,0.28710628,-121.54767
5204548000,0.34323782,138.75102,0.65731955,-25.41363,0.65710068,-25.351852,0.28647372,-121.50655
5204554000,0.34323543,138.70396,0.65744877,-25.450411,0.65707159,-25.38513,0.28670549,-121.50329
5204560000,0.3430067,138.74022,0.65759629,-25.445591,0.65712613,-25.377552,0.28682747,-121.58943
5204566000,0.34311214,138.74022,0.65780634,-25.421242,0.65708256,-25.373621,0.28689465,-121.49173
5204572000,0.34312606,138.8145,0.65737295,-25.467899,0.65713763,-25.375889,0.28694665,-121.6085
5204578000,0.34317195,138.75328,0.6570937,-25.462215,0.65772504,-25.388456,0.28634655,-121.59514
5204584000,0.34299967,138.7662,0.6574648,-25.450993,0.65711933,-25.378897,0.28698346,-121.58753
5204590000,0.34308514,138.70058,0.65751433,-25.458826,0.6574235,-25.407276,0.28686854,-121.65928
5204596000,0.34278023,138.76732,0.65740442,-25.459385,0.65761888,-25.395292,0.28685057,-121.60014
5204602000,0.34285706,138.79396,0.65734845,-25.460278,0.65716904,-25.379816,0.28672576,-121.63298
5204608000,0.34298873,138.72388,0.65735406,-25.454365,0.65722024,-25.383293,0.28685859,-121.59119
5204614000,0.34293348,138.6972,0.65716946,-25.44153,0.65728855,-25.449457,0.28647184,-121.61472
5204620000,0.34304509,138.87491,0.65709186,-25.486586,0.65739411,-25.401129,0.28719959,-121.68295
5204626000,0.34285095,138.67314,0.65732712,-25.48555,0.65749621,-25.411045,0.28664875,-121.7127
5204632000,0.34339777,138.71034,0.65749973,-25.465984,0.65737385,-25.410082,0.28656015,-121.62984
5204638000,0.3433544,138.77882,0.65726358,-25.482941,0.65738416,-25.377142,0.2867561,-121.69863
5204644000,0.34295136,138.72415,0.65702307,-25.489382,0.65734261,-25.393688,0.28634995,-121.66825
5204650000,0.34325191,138.67628,0.65752399,-25.516335,0.65694791,-25.40657,0.28687388,-121.73819
5204656000,0.34310651,138.79179,0.6571548,-25.49538,0.65738332,-25.415863,0.28669649,-121.65804
5204662000,0.34283876,138.7287,0.65726131,-25.531614,0.65782219,-25.409996,0.2870765,-121.63718
5204668000,0.34279805,138.78471,0.65728897,-25.479105,0.65733451,-25.41057,0.2869333,-121.66998
5204674000,0.34275451,138.72832,0.657417,-25.480957,0.65742278,-25.452131,0.28692088,-121.62111
5204680000,0.34333283,138.73547,0.65743953,-25.495827,0.65760273,-25.416004,0.28712565,-121.65634
5204686000,0.34326443,138.68353,0.65708762,-25.515034,0.6576159,-25.42927,0.28735724,-121.63934
5204692000,0.34318897,138.72401,0.65795654,-25.529081,0.65729314,-25.420347,0.28702521,-121.74047
5204698000,0.34286585,138.73201,0.65746838,-25.487141,0.65741229,-25.45097,0.28723016,-121.72229
5204704000,0.3432155,138.76111,0.65688396,-25.508661,0.65737396,-25.437977,0.28694385,-121.7118
5204710000,0.34277007,138.81281,0.65742087,-25.479757,0.65710926,-25.463758,0.28692502,-121.75922
5204716000,0.34326792,138.72444,0.65713614,-25.524395,0.65741074,-25.444075,0.28698534,-121.7468
5204722000,0.34319505,138.71292,0.65743387,-25.493969,0.65759897,-25.470615,0.28670681,-121.79446
5204728000,0.34348497,138.72891,0.65773201,-25.507483,0.65739745,-25.454638,0.28701609,-121.80917
5204734000,0.34267953,138.77034,0.65748358,-25.5285,0.6570676,-25.433601,0.28765669,-121.76356
5204740000,0.3431347,138.76303,0.65696138,-25.525333,0.65727836,-25.445652,0.28707463,-121.79979
5204746000,0.34288558,138.75082,0.65713954,-25.511976,0.6570918,-25.509706,0.28693646,-121.78532
5204752000,0.34312764,138.74361,0.65726388,-25.516689,0.65737987,-25.466616,0.28659084,-121.79324
5204758000,0.34259424,138.7081,0.65745729,-25.51869,0.65720093,-25.499132,0.28705525,-121.84422
5204764000,0.34293005,138.65051,0.65727377,-25.541967,0.65740317,-25.535288,0.28719705,-121.86033
5204770000,0.34294677,138.72641,0.65739441,-25.550474,0.6571492,-25.508646,0.28688201,-121.83149
5204776000,0.34340355,138.69377,0.65713656,-25.558851,0.65737665,-25.478308,0.28695154,-121.85972
5204782000,0.34292498,138.64415,0.65700632,-25.545717,0.65698904,-25.516947,0.28717741,-121.82973
5204788000,0.34345293,138.63622,0.65707046,-25.567768,0.65728176,-25.525827,0.28700858,-121.90982
5204794000,0.34296277,138.74721,0.65743077,-25.562128,0.65716046,-25.493719,0.28727713,-121.8341
5204800000,0.34321541,138.66864,0.65772587,-25.563913,0.65732622,-25.499802,0.28703582,-121.84172
5204806000,0.34328401,138.67659,0.65770155,-25.5735,0.65727669,-25.505341,0.28670031,-121.83559
5204812000,0.34344754,138.69167,0.65730435,-25.552229,0.65691179,-25.49049,0.2867423,-122.00412
5204818000,0.34324291,138.65117,0.65718311,-25.572802,0.65751272,-25.500542,0.28734088,-121.85663
5204824000,0.34298375,138.71159,0.65718037,-25.592171,0.65696633,-25.509007,0.28702042,-121.93239
5204830000,0.3431913,138.74226,0.65670609,-25.576231,0.65765285,-25.507797,0.28677654,-121.88808
5204836000,0.34293285,138.77124,0.65709084,-25.575619,0.65688056,-25.500145,0.28748253,-121.91037
5204842000,0.34378383,138.74786,0.65732187,-25.571766,0.65769905,-25.527069,0.28733489,-121.98209
5204848000,0.34352365,138.73021,0.65713996,-25.598795,0.65729994,-25.507698,0.28722316,-121.95676
5204854000,0.34322891,138.68263,0.65731114,-25.570501,0.6571368,-25.522591,0.28739387,-121.91788
5204860000,0.34339666,138.64314,0.6571908,-25.591007,0.65720773,-25.533829,0.28674781,-122.0083
5204866000,0.34367824,138.6754,0.65741271,-25.635874,0.65720797,-25.49548,0.28707758,-122.02305
5204872000,0.34340107,138.76215,0.65691316,-25.589769,0.6575731,-25.535862,0.2874251,-121.94643
5204878000,0.34317976,138.69324,0.65735614,-25.595474,0.6569646,-25.550056,0.28686887,-121.99866
5204884000,0.34319049,138.71492,0.65722984,-25.652973,0.65715837,-25.53635,0.28712901,-122.0535
5204890000,0.34349483,138.73145,0.65703332,-25.621111,0.65724587,-25.549669,0.28737494,-122.07101
5204896000,0.34293267,138.68581,0.65691417,-25.607975,0.65665609,-25.516691,0.28717938,-122.00729
5204902000,0.34331003,138.71722,0.65689337,-25.614471,0.65726846,-25.513727,0.28757334,-122.0228
5204908000,0.34334517,138.64445,0.65706021,-25.630926,0.65761006,-25.566895,0.28703231,-122.03984
5204914000,0.34305468,138.69437,0.65684527,-25.656555,0.6570738,-25.578033,0.28702417,-122.0021
5204920000,0.34329626,138.68935,0.65677857,-25.608198,0.65713513,-25.583679,0.28727195,-122.08861
5204926000,0.3430987,138.76242,0.65708846,-25.660334,0.65686125,-25.549881,0.2875624,-122.07421
5204932000,0.34343016,138.67278,0.65714055,-25.629444,0.65721345,-25.555918,0.2874544,-122.07138
5204938000,0.3431375,138.67616,0.65698135,-25.647594,0.6575312,-25.581936,0.28756458,-122.05959
5204944000,0.34347111,138.67334,0.65696716,-25.654091,0.65734053,-25.546312,0.28744829,-122.13395
5204950000,0.34322098,138.69002,0.65699965,-25.634605,0.65677196,-25.577698,0.28722122,-122.12835
5204956000,0.34326035,138.66502,0.65720534,-25.592482,0.65727568,-25.586786,0.28750846,-122.09794
5204962000,0.34355745,138.68858,0.6568414,-25.640509,0.6573658,-25.578009,0.28732446,-122.17262
5204968000,0.34335372,138.61453,0.65704358,-25.675705,0.65687227,-25.567406,0.28709459,-122.10641
5204974000,0.34339839,138.60716,0.65712225,-25.637171,0.65691072,-25.585041,0.28735226,-121.98666
5204980000,0.34323001,138.68694,0.65687561,-25.672819,0.6568194,-25.541689,0.28768182,-122.0608
5204986000,0.3432565,138.71967,0.65709233,-25.69174,0.65731782,-25.553036,0.28748539,-122.13328
5204992000,0.34345508,138.63449,0.65702528,-25.662518,0.65715218,-25.60902,0.28705618,-122.13388
5204998000,0.34300178,138.64601,0.6569773,-25.688259,0.65696943,-25.591331,0.28731143,-122.13705
5205004000,0.34335908,138.72801,0.65711677,-25.670132,0.6569618,-25.553343,0.28712821,-122.12295
5205010000,0.34348086,138.63866,0.65716392,-25.666462,0.65686411,-25.604961,0.2876302,-122.14539
5205016000,0.34351018,138.66756,0.65728068,-25.689449,0.65668344,-25.584713,0.28754857,-122.17669
5205022000,0.34336504,138.67116,0.65705562,-25.683037,0.65685868,-25.559906,0.28742543,-122.21149
5205028000,0.34317341,138.70927,0.65688235,-25.72084,0.65671307,-25.586374,0.28750303,-122.15717
5205034000,0.34310842,138.6864,0.65709656,-25.678341,0.6569109,-25.643797,0.28761679,-122.17266
5205040000,0.34290594,138.67064,0.65726888,-25.683342,0.65756816,-25.598469,0.28775793,-122.16513
5205046000,0.34367257,138.72247,0.65685803,-25.66111,0.65668178,-25.594309,0.28731945,-122.16972
5205052000,0.34354913,138.65753,0.65700066,-25.685246,0.65737987,-25.599174,0.28741738,-122.18188
5205058000,0.34346858,138.72548,0.65711701,-25.711708,0.65679544,-25.598011,0.28739741,-122.20531
5205064000,0.34368658,138.67844,0.65709323,-25.709568,0.65740663,-25.604139,0.28784415,-122.22626
5205070000,0.3430981,138.56734,0.65753233,-25.72126,0.65661478,-25.623964,0.28744978,-122.20477
5205076000,0.34338439,138.64755,0.65731865,-25.698633,0.65698397,-25.646225,0.28749096,-122.29029
5205082000,0.34361631,138.69098,0.65700859,-25.689713,0.65696323,-25.63254,0.28774533,-122.23051
5205088000,0.34293002,138.66391,0.65691656,-25.70314,0.65710282,-25.64987,0.28779346,-122.14258
5205094000,0.34332466,138.56969,0.65676248,-25.74917,0.6574406,-25.664576,0.28809601,-122.27189
5205100000,0.3435199,138.66629,0.6568495,-25.67507,0.65645629,-25.636559,0.28787094,-122.30367
5205106000,0.34317371,138.60483,0.65705192,-25.733913,0.65713131,-25.672922,0.28755179,-122.3603
5205112000,0.34322524,138.63948,0.65668052,-25.691999,0.65752172,-25.626617,0.2873458,-122.27016
5205118000,0.34369129,138.61909,0.65709883,-25.734106,0.65708768,-25.658062,0.28753024,-122.2674
5205124000,0.34358951,138.65134,0.65657336,-25.708145,0.65683842,-25.661182,0.28743157,-122.36083
5205130000,0.34355682,138.6431,0.6569646,-25.728083,0.65708989,-25.657011,0.28724393,-122.3927
5205136000,0.34331548,138.61095,0.65705186,-25.723251,0.65710551,-25.686928,0.28741419,-122.27455
5205142000,0.34327304,138.66576,0.6571067,-25.709402,0.65687466,-25.666182,0.28759453,-122.36908
5205148000,0.34368908,138.62773,0.65722239,-25.710047,0.65721935,-25.658899,0.28769764,-122.36615
5205154000,0.34350836,138.60318,0.65714294,-25.794685,0.65659863,-25.637022,0.28753659,-122.37977
5205160000,0.34360278,138.64743,0.65707237,-25.709715,0.65671176,-25.675793,0.28774053,-122.39086
5205166000,0.34384319,138.56741,0.65691918,-25.757315,0.65704131,-25.687849,0.28758121,-122.30064
5205172000,0.34354821,138.65657,0.65730584,-25.733423,0.65695149,-25.701418,0.28781065,-122.41621
5205178000,0.3429383,138.67647,0.65666986,-25.769207,0.65686506,-25.693621,0.28781834,-122.29874
5205184000,0.34354815,138.68544,0.65715539,-25.758112,0.65682083,-25.663366,0.28791463,-122.42778
5205190000,0.34329844,138.63731,0.65705818,-25.74823,0.65674573,-25.722347,0.28776416,-122.31571
5205196000,0.34366918,138.66058,0.65688539,-25.767103,0.65695089,-25.678511,0.28769618,-122.40957
5205202000,0.34369531,138.63902,0.65675044,-25.733215,0.65686315,-25.683456,0.28749338,-122.37678
5205208000,0.34365833,138.59032,0.6568982,-25.777925,0.65640152,-25.665342,0.28768396,-122.30453
5205214000,0.3433978,138.68683,0.65654296,-25.736752,0.65706468,-25.710768,0.2874648,-122.43893
5205220000,0.34329155,138.62646,0.65699196,-25.758327,0.65651715,-25.703335,0.2873055,-122.40982
5205226000,0.34351248,138.69864,0.65666717,-25.79682,0.65699089,-25.721748,0.28742918,-122.43497
5205232000,0.34377921,138.62527,0.6572147,-25.764084,0.65685576,-25.699036,0.28769037,-122.47751
5205238000,0.34358001,138.62262,0.65674633,-25.795965,0.65680724,-25.696602,0.28775856,-122.36694
5205244000,0.34353414,138.64166,0.65696847,-25.778868,0.65636438,-25.692968,0.28808552,-122.44012
5205250000,0.34370714,138.63348,0.65664572,-25.788555,0.65698284,-25.696827,0.28791744,-122.52585
5205256000,0.34333721,138.66434,0.65629971,-25.816149,0.65634245,-25.726105,0.28782165,-122.55386
5205262000,0.34346259,138.64848,0.65683389,-25.806536,0.65682912,-25.725508,0.28746298,-122.44295
5205268000,0.34348488,138.63939,0.65669149,-25.809566,0.65696138,-25.713335,0.28793886,-122.45586
5205274000,0.34323761,138.595,0.65689474,-25.79755,0.65649056,-25.721321,0.28771204,-122.4388
5205280000,0.34342533,138.58246,0.65686059,-25.83297,0.6568988,-25.737707,0.28759542,-122.50998
5205286000,0.34394279,138.66649,0.65712744,-25.831142,0.65643954,-25.696915,0.2876091,-122.43484
5205292000,0.34333453,138.67216,0.65658444,-25.841406,0.65633172,-25.722019,0.28766486,-122.51205
5205298000,0.34348431,138.63152,0.65725136,-25.839548,0.65686548,-25.705406,0.28788805,-122.6005
5205304000,0.34377605,138.61206,0.6567573,-25.822449,0.65709722,-25.714344,0.28789955,-122.50829
5205310000,0.34370118,138.61185,0.65699744,-25.80685,0.65641379,-25.75242,0.28776774,-122.59466
5205316000,0.34305745,138.59689,0.65635765,-25.842819,0.65653026,-25.773445,0.28790662,-122.50732
5205322000,0.34333566,138.62971,0.65613782,-25.792667,0.65678573,-25.765532,0.28727898,-122.56201
5205328000,0.34368938,138.58325,0.65689123,-25.818489,0.65701324,-25.746305,0.28728124,-122.58602
5205334000,0.34358373,138.6279,0.65715981,-25.826107,0.65695876,-25.772701,0.28799787,-122.55534
5205340000,0.34391317,138.61064,0.6565029,-25.841707,0.6567359,-25.776712,0.28763187,-122.56727
5205346000,0.34332606,138.60927,0.65681618,-25.859421,0.65679723,-25.770685,0.28798372,-122.59245
5205352000,0.3431991,138.55902,0.65647691,-25.851398,0.65697074,-25.794325,0.28726766,-122.58521
5205358000,0.34380531,138.66296,0.65683413,-25.82688,0.65650797,-25.755182,0.28782916,-122.55453
5205364000,0.34370548,138.62329,0.65653533,-25.840105,0.65679038,-25.770031,0.28798419,-122.55521
5205370000,0.34355062,138.62228,0.65668839,-25.86338,0.65633804,-25.789959,0.28794867,-122.66418
5205376000,0.34325385,138.58687,0.65664595,-25.883123,0.6563136,-25.786379,0.28819913,-122.62711
5205382000,0.34375948,138.61316,0.65666753,-25.839779,0.65654373,-25.813841,0.28782251,-122.65535
5205388000,0.34366184,138.64154,0.65701485,-25.820234,0.65652263,-25.780201,0.28830042,-122.69715
5205394000,0.34364861,138.67838,0.65684891,-25.856001,0.65658116,-25.789843,0.28827456,-122.71506
5205400000,0.34358335,138.52103,0.65701216,-25.88546,0.65694028,-25.794384,0.2882874,-122.54858
5205406000,0.34345582,138.63214,0.65678155,-25.875471,0.6567533,-25.780968,0.28786451,-122.64873
5205412000,0.34381869,138.62903,0.6566242,-25.853952,0.65656698,-25.794479,0.28804934,-122.65649
5205418000,0.34378666,138.56296,0.65697712,-25.888031,0.65643364,-25.825277,0.2880204,-122.68447
5205424000,0.34364831,138.65485,0.65655124,-25.858492,0.65665579,-25.81399,0.28755397,-122.66113
5205430000,0.34356785,138.59836,0.65660143,-25.900644,0.6562767,-25.74769,0.28811646,-122.65336
5205436000,0.34320053,138.62834,0.65645504,-25.925499,0.65690005,-25.813179,0.28808823,-122.71771
5205442000,0.34339872,138.65273,0.65685773,-25.883404,0.65633899,-25.788584,0.28824952,-122.65196
5205448000,0.34370345,138.63235,0.65695691,-25.896397,0.65634185,-25.805828,0.28817672,-122.67759
5205454000,0.34369752,138.54552,0.65647453,-25.902796,0.65667146,-25.783237,0.28794679,-122.88314
5205460000,0.34373909,138.59814,0.6567837,-25.895233,0.65674335,-25.836575,0.2877712,-122.70394
5205466000,0.34389463,138.65973,0.6567167,-25.880247,0.6566447,-25.792011,0.28798541,-122.72058
5205472000,0.34357563,138.59615,0.65669626,-25.920845,0.65678674,-25.828947,0.28829122,-122.76379
5205478000,0.3437961,138.59358,0.65665805,-25.94227,0.65668982,-25.815229,0.28770712,-122.75301
5205484000,0.34357411,138.57895,0.65650588,-25.914486,0.6564759,-25.847013,0.28782108,-122.73558
5205490000,0.34301353,138.55344,0.65628648,-25.935476,0.65639693,-25.843935,0.28831622,-122.79555
5205496000,0.34387249,138.62068,0.6562981,-25.892473,0.65640789,-25.848259,0.28787771,-122.78216
5205502000,0.34359199,138.58075,0.65658921,-25.935303,0.65658712,-25.850601,0.28810692,-122.84871
5205508000,0.34357026,138.57272,0.65631258,-25.949348,0.65646207,-25.845289,0.28784156,-122.76242
5205514000,0.3434993,138.65802,0.65681165,-25.898876,0.65645659,-25.835144,0.28856516,-122.79818
5205520000,0.34366253,138.52307,0.65665567,-25.945595,0.65677947,-25.892311,0.28748727,-122.92465
5205526000,0.3436915,138.5648,0.65683585,-25.948095,0.65644163,-25.89323,0.28803334,-122.89016
5205532000,0.34334379,138.58449,0.65667683,-25.902903,0.65619057,-25.855909,0.28771839,-122.86481
5205538000,0.3433888,138.69812,0.65635639,-25.927979,0.65641862,-25.844767,0.28814629,-122.73657
5205544000,0.34371632,138.56107,0.65674216,-25.94183,0.65678012,-25.879545,0.28783992,-122.9082
5205550000,0.34362769,138.60687,0.65657228,-25.963591,0.65639389,-25.853796,0.2884776,-122.85721
5205556000,0.34365967,138.57552,0.65648431,-25.931376,0.65650195,-25.877304,0.28805205,-122.85246
5205562000,0.34365621,138.60806,0.65681565,-25.969091,0.65680587,-25.87174,0.28811178,-122.86887
5205568000,0.34361231,138.57314,0.65645653,-25.956465,0.65660852,-25.865412,0.28826767,-122.79705
5205574000,0.34363121,138.48997,0.65705317,-25.986444,0.65669405,-25.846973,0.28839916,-122.87054
5205580000,0.34332293,138.59824,0.65622026,-25.95738,0.65625697,-25.897545,0.28842214,-122.84649
5205586000,0.34356144,138.61629,0.65658951,-25.963686,0.65638506,-25.871046,0.28830242,-122.91838
5205592000,0.34392327,138.5435,0.65682757,-25.94734,0.65630841,-25.90382,0.28829288,-122.86403
5205598000,0.34305751,138.58907,0.65661478,-25.989002,0.65619075,-25.876631,0.28802514,-122.94508
5205604000,0.34411535,138.50626,0.6566534,-25.966347,0.65705723,-25.884041,0.2882238,-122.94484
5205610000,0.34360808,138.5755,0.65668422,-25.975857,0.65663731,-25.861729,0.28851116,-122.91998
5205616000,0.34393781,138.62857,0.65671855,-25.988514,0.65635866,-25.877281,0.28812397,-122.91386
5205622000,0.34366232,138.59749,0.65665996,-25.968384,0.65631068,-25.895439,0.28850588,-122.89896
5205628000,0.34374034,138.59177,0.65651917,-26.000669,0.65642297,-25.910191,0.28803587,-122.97279
5205634000,0.34371343,138.56984,0.65670872,-25.976271,0.65670782,-25.924963,0.28858751,-122.98103
5205640000,0.34350827,138.53915,0.65652424,-26.004402,0.65632063,-25.921864,0.28837624,-122.9789
5205646000,0.3436496,138.57893,0.65659332,-25.99984,0.65641952,-25.946924,0.28803146,-122.97299
5205652000,0.34341344,138.65234,0.65650141,-25.9713,0.65618062,-25.919994,0.28790155,-122.99074
5205658000,0.34338942,138.48004,0.65642357,-26.022779,0.65656239,-25.965117,0.28761631,-123.02056
5205664000,0.34402427,138.57143,0.65672576,-25.997461,0.65656006,-25.898281,0.28816399,-123.07133
5205670000,0.34392309,138.54276,0.65658969,-25.973421,0.65652418,-25.953499,0.28861222,-122.99179
5205676000,0.34382945,138.51155,0.65668815,-26.014027,0.65633744,-25.88426,0.28802785,-122.9613
5205682000,0.34420973,138.55583,0.6568265,-26.033701,0.65628028,-25.928335,0.28816554,-123.03795
5205688000,0.3436996,138.63565,0.65630174,-26.004799,0.65632957,-25.98576,0.28809863,-123.10619
5205694000,0.34371349,138.6093,0.65630543,-26.024263,0.65634549,-25.949764,0.28831184,-123.06293
5205700000,0.34372264,138.56541,0.65639806,-26.020115,0.65620494,-25.971546,0.28803849,-123.09077
5205706000,0.34371483,138.54059,0.65649462,-26.031258,0.65646613,-25.941488,0.28801587,-123.06003
5205712000,0.34359813,138.50845,0.65642786,-26.031483,0.65656209,-25.949806,0.28814369,-123.01804
5205718000,0.34377918,138.59323,0.65643054,-26.053541,0.65665621,-25.941097,0.28848055,-123.04362
5205724000,0.34366214,138.54987,0.65628469,-26.045946,0.65650505,-25.952784,0.28823456,-123.06642
5205730000,0.34351093,138.50027,0.65644586,-26.064022,0.65636319,-25.964973,0.28780788,-123.12399
5205736000,0.34379473,138.64272,0.65638602,-26.018402,0.65650886,-25.9389,0.28861111,-123.07889
5205742000,0.34380347,138.55283,0.65635806,-26.045877,0.65624785,-25.976879,0.28844896,-123.11259
5205748000,0.34361196,138.57796,0.65647453,-26.040922,0.65621823,-25.947006,0.28839612,-123.06537
5205754000,0.34414062,138.57758,0.65639472,-26.06349,0.65628994,-25.94445,0.28815427,-123.20078
5205760000,0.34349766,138.51866,0.65662187,-26.069155,0.65670156,-25.975847,0.28836545,-123.1289
5205766000,0.34399104,138.54877,0.65658081,-26.06958,0.65613055,-26.011614,0.28795421,-123.1982
5205772000,0.34374145,138.51117,0.65613717,-26.074717,0.65637559,-26.00717,0.28812334,-123.03475
5205778000,0.34335116,138.54605,0.656066,-26.065449,0.65650415,-25.980946,0.28825945,-123.12207
5205784000,0.34364721,138.47447,0.65632874,-26.077631,0.65664911,-25.974504,0.28829363,-123.16368
5205790000,0.34402391,138.57011,0.65624899,-26.049772,0.65634996,-26.001675,0.2884489,-123.08273
5205796000,0.34382278,138.5305,0.65609378,-26.074221,0.65634239,-26.037514,0.28840464,-123.20234
5205802000,0.34359747,138.5535,0.65616608,-26.083473,0.65632546,-26.008205,0.288073,-123.15591
5205808000,0.34402579,138.50612,0.6566394,-26.052486,0.65608895,-26.017174,0.28840649,-123.15589
5205814000,0.34343955,138.54671,0.65641522,-26.080608,0.65594041,-26.024315,0.28853115,-123.18359
5205820000,0.34413916,138.5318,0.6561904,-26.055887,0.65626001,-26.017551,0.28793219,-123.16257
5205826000,0.34395388,138.48608,0.65641654,-26.097939,0.65688336,-25.998659,0.28846756,-123.17455
5205832000,0.34382981,138.56772,0.65625274,-26.089334,0.65654379,-25.993898,0.28811213,-123.29964
5205838000,0.34371138,138.43436,0.65631467,-26.081909,0.65659672,-25.977528,0.28830284,-123.23483
5205844000,0.34342992,138.52634,0.65593183,-26.100859,0.65637839,-26.041138,0.28844303,-123.25444
5205850000,0.34409407,138.58011,0.65591121,-26.094812,0.65599912,-26.017841,0.28800371,-123.25323
5205856000,0.34387308,138.56378,0.65639192,-26.059671,0.65639591,-26.040977,0.28836602,-123.31821
5205862000,0.34389418,138.5766,0.65604025,-26.093086,0.65660167,-26.028151,0.28816602,-123.29433
5205868000,0.34399566,138.60269,0.65619195,-26.11895,0.65643752,-26.022669,0.2879582,-123.26408
5205874000,0.3436712,138.53812,0.65583771,-26.133308,0.65636891,-26.028147,0.28891313,-123.2428
